mz	intensity	ms runs	percentage	theoretical m/z	delta PPM	primary identification	other identifications
242.87052	60.4	1/85	0.7%	?	?	?	?
243.02647	32.9	2/85	0.4%	243.02565	-3.37	b(ACC)-H2O-NH3	[]
243.03137	21.0	1/85	1.2%	?	?	?	?
243.05	38.5	11/85	1.7%	?	?	?	?
243.06121	66.7	1/85	0.4%	243.06116	-0.21	a(DDG)-NH3	['b(DGS)-NH3', 'y(DGS)-H2O-NH3', 'a(ACM)-H2O-NH3', 'a(CCV)-H2O-NH3']
243.07984	37.4	25/85	1.9%	243.07979	-0.21	b(C[Carbamidomethyl]V)-NH3	['y(C[Carbamidomethyl]V)-H2O-NH3', 'a(DM[Acetyl])-H2O', 'b(EM)-H2O', 'b(MQ)-NH3', 'y(MQ)-H2O-NH3', 'a(M[Acetyl]N)-NH3', 'b(M[Acetyl]S)-H2O', 'a(AM[Oxidation]S)-H2O-NH3', 'b(AGM)-NH3', 'y(AGM)-H2O-NH3', 'a(CPS)-NH3', 'a(CTT)-H2O-NH3', 'b(CGV)-NH3', 'y(CGV)-H2O-NH3', 'a(GGM[Acetyl])-NH3', 'a(GM[Oxidation]T)-H2O-NH3', 'a(MSS)-H2O-NH3', 'a(DDG)-H2O+i', 'a(DGN)-NH3+i', 'b(DGS)-H2O+i', 'b(GNS)-NH3+i', 'y(GNS)-H2O-NH3+i']
243.08759	76.8	6/85	0.9%	243.08789	1.23	b(CL[Acetyl])-NH3+i	['y(CL[Acetyl])-H2O-NH3+i']
243.09761	12.8	21/85	0.5%	243.09755	-0.25	a(ADT)-NH3	['a(AES)-NH3', 'b(AST)-NH3', 'y(AST)-H2O-NH3', 'a(EGT)-NH3', 'b(GTT)-NH3', 'y(GPS)-NH3', 'y(GTT)-H2O-NH3']
243.10878	123.2	82/85	4.2%	243.10878	0.0	y(HS)	['b(NQ)', 'b(AGN)', 'b(GGQ)', 'y(NQ)-H2O', 'y(AGN)-H2O', 'y(GGQ)-H2O', 'a(NSS)-H2O']
243.11282	15.6	2/85	0.5%	243.1128	-0.08	b(PY)-H2O	['a(TW)-NH3', 'a(AAY)-H2O-NH3', 'a(AFS)-H2O-NH3', 'a(FGT)-H2O-NH3']
243.11624	37.1	2/85	0.8%	243.11618	-0.25	a(M[Acetyl]P)	['b(IM[Oxidation])-H2O', 'b(KM)-NH3', 'y(KM)-H2O-NH3', 'b(LM[Oxidation])-H2O', 'a(ACI)-NH3', 'a(ACL)-NH3', 'a(GMV)-NH3', 'a(DGP)+i', 'b(GPS)+i', 'a(ADT)-H2O+i', 'a(AES)-H2O+i', 'a(ANT)-NH3+i', 'a(AQS)-NH3+i', 'b(AST)-H2O+i', 'a(EGT)-H2O+i', 'a(GQT)-NH3+i', 'b(GTT)-H2O+i', 'y(GPS)-H2O+i']
243.11995	36.7	4/85	0.7%	243.12091	3.95	b(IY)-H2O-NH3+i	['b(LY)-H2O-NH3+i']
243.12241	19.0	3/85	1.9%	?	?	?	?
243.1239	17.6	4/85	1.0%	243.12404	0.58	a(AHP)-H2O-NH3	['a(IM[Acetyl])-NH3+i', 'a(LM[Acetyl])-NH3+i', 'a(L[Acetyl]M)-NH3+i']
243.12744	21.8	1/85	0.6%	243.12741	-0.12	a(C[Carbamidomethyl]K)-H2O	['a(MR)-NH3', 'a(CGK)-H2O']
243.13392	311.4	84/85	14.0%	243.13393	0.04	a(DL[Acetyl])	['b(EI)', 'b(EL)', 'b(L[Acetyl]S)', 'y(EI)-H2O', 'y(EL)-H2O', 'y(IQ)-NH3', 'y(LQ)-NH3', 'y(L[Acetyl]S)-H2O', 'y(AAV)-NH3', 'y(AGI)-NH3', 'y(AGL)-NH3', 'a(ISS)-NH3', 'a(LSS)-NH3', 'a(STV)-NH3']
243.14528	45.2	34/85	2.2%	243.14517	-0.45	b(KN)	['a(AAQ)', 'a(GNV)', 'b(GGK)', 'y(KN)-H2O', 'y(GGK)-H2O']
243.14705	109.2	1/85	4.2%	243.14674	-1.27	a(MR)-H2O+i	[]
243.1492	44.0	2/85	0.8%	243.14919	-0.04	b(FI)-H2O	['b(FL)-H2O']
243.15078	33.6	1/85	0.7%	?	?	?	?
243.15347	13.7	21/85	1.5%	243.15327	-0.82	b(IQ)+i	['b(LQ)+i', 'a(L[Acetyl]N)+i', 'a(APT)+i', 'b(AAV)+i', 'b(AGI)+i', 'b(AGL)+i', 'a(GGL[Acetyl])+i', 'y(IQ)-H2O+i', 'y(LQ)-H2O+i', 'a(AKS)-NH3+i', 'y(AAV)-H2O+i', 'y(AGI)-H2O+i', 'y(AGL)-H2O+i', 'a(GKT)-NH3+i', 'a(ISS)-H2O+i', 'a(LSS)-H2O+i', 'a(STV)-H2O+i']
243.15882	18.8	3/85	0.5%	?	?	?	?
243.1533	41.4	1/85	2.5%	243.15327	-0.12	b(IQ)+i	['b(LQ)+i', 'a(L[Acetyl]N)+i', 'a(APT)+i', 'b(AAV)+i', 'b(AGI)+i', 'b(AGL)+i', 'a(GGL[Acetyl])+i', 'y(IQ)-H2O+i', 'y(LQ)-H2O+i', 'a(AKS)-NH3+i', 'y(AAV)-H2O+i', 'y(AGI)-H2O+i', 'y(AGL)-H2O+i', 'a(GKT)-NH3+i', 'a(ISS)-H2O+i', 'a(LSS)-H2O+i', 'a(STV)-H2O+i']
243.159	25.0	2/85	0.7%	?	?	?	?
243.17033	212.8	6/85	3.8%	243.17032	-0.04	y(IK)-NH3	['y(KL)-NH3']
243.17419	32.3	3/85	1.1%	?	?	?	?
243.18163	25.4	2/85	0.9%	243.18155	-0.33	a(AAK)	[]
243.18966	40.1	5/85	1.6%	243.18965	-0.04	b(IK)+i	['b(KL)+i', 'a(AVV)+i', 'a(GIV)+i', 'a(GLV)+i', 'y(IK)-H2O+i', 'y(KL)-H2O+i']
243.21062	21.0	3/85	0.7%	?	?	?	?
243.63929	33.9	2/85	0.5%	?	?	?	?
243.64481	21.6	3/85	0.3%	?	?	?	?
243.64826	39.8	2/85	0.6%	?	?	?	?
243.96645	18.8	1/85	0.3%	?	?	?	?
243.98678	36.8	6/85	0.8%	?	?	?	?
244.00275	19.2	4/85	1.1%	?	?	?	?
244.037	44.1	5/85	0.9%	?	?	?	?
244.03919	65.5	5/85	2.4%	?	?	?	?
244.05018	97.3	1/85	2.3%	?	?	?	?
244.07497	40.8	32/85	2.0%	244.07504	0.29	a(C[Carbamidomethyl]E)-H2O	['a(C[Carbamidomethyl]Q)-NH3', 'b(C[Carbamidomethyl]T)-H2O', 'b(M[Oxidation]N)-H2O', 'a(ACD)-H2O', 'a(ACN)-NH3', 'a(AC[Carbamidomethyl]G)-NH3', 'b(ACS)-H2O', 'a(CEG)-H2O', 'a(CGQ)-NH3', 'b(CGT)-H2O', 'b(GGM[Oxidation])-H2O']
244.08573	39.9	1/85	1.1%	?	?	?	?
244.09279	261.6	84/85	8.5%	244.0928	0.04	b(DQ)	['b(EN)', 'b(ADG)', 'b(EGG)', 'y(DQ)-H2O', 'y(EN)-H2O', 'y(NQ)-NH3', 'y(ADG)-H2O', 'y(AGN)-NH3', 'a(DSS)-H2O', 'y(EGG)-H2O', 'y(GGQ)-NH3', 'a(NSS)-NH3', 'b(SSS)-H2O']
244.10023	55.6	4/85	1.2%	244.10019	-0.16	b(IM[Oxidation])-NH3	['y(IM[Oxidation])-H2O-NH3', 'b(LM[Oxidation])-NH3', 'y(LM[Oxidation])-H2O-NH3', 'a(ADT)-NH3+i', 'a(AES)-NH3+i', 'b(AST)-NH3+i', 'y(AST)-H2O-NH3+i', 'a(EGT)-NH3+i', 'b(GTT)-NH3+i', 'y(GPS)-NH3+i', 'y(GTT)-H2O-NH3+i']
244.1081	20.1	36/85	1.0%	244.10805	-0.2	b(GW)	['b(FN)-H2O', 'y(GW)-H2O', 'b(FGG)-H2O']
244.11791	20.4	5/85	1.0%	244.11795	0.16	y(EI)-NH3	['y(EL)-NH3', 'y(L[Acetyl]S)-NH3']
244.12922	157.6	82/85	6.4%	244.12918	-0.16	b(DK)	['y(PQ)', 'a(AAE)', 'b(AAT)', 'y(AGP)', 'a(DGV)', 'b(GSV)', 'a(PSS)', 'y(DK)-H2O', 'y(KN)-NH3', 'y(AAT)-H2O', 'y(GGK)-NH3', 'y(GSV)-H2O', 'a(STT)-H2O']
244.13636	25.7	11/85	2.7%	244.13728	3.77	a(DL[Acetyl])+i	['b(EI)+i', 'b(EL)+i', 'b(L[Acetyl]S)+i', 'y(EI)-H2O+i', 'y(EL)-H2O+i', 'y(IQ)-NH3+i', 'y(LQ)-NH3+i', 'y(L[Acetyl]S)-H2O+i', 'y(AAV)-NH3+i', 'y(AGI)-NH3+i', 'y(AGL)-NH3+i', 'a(ISS)-NH3+i', 'a(LSS)-NH3+i', 'a(STV)-NH3+i']
244.13745	201.4	8/85	5.3%	244.13728	-0.7	a(DL[Acetyl])+i	['b(EI)+i', 'b(EL)+i', 'b(L[Acetyl]S)+i', 'y(EI)-H2O+i', 'y(EL)-H2O+i', 'y(IQ)-NH3+i', 'y(LQ)-NH3+i', 'y(L[Acetyl]S)-H2O+i', 'y(AAV)-NH3+i', 'y(AGI)-NH3+i', 'y(AGL)-NH3+i', 'a(ISS)-NH3+i', 'a(LSS)-NH3+i', 'a(STV)-NH3+i']
244.14052	16.9	13/85	1.7%	244.14042	-0.41	a(DR)	['b(RS)', 'y(RS)-H2O']
244.16557	712.0	84/85	12.4%	244.16557	0.0	y(KP)	['a(AIS)', 'a(ALS)', 'a(ATV)', 'a(GIT)', 'a(GLT)']
244.20169	101.6	1/85	1.0%	?	?	?	?
244.22716	28.3	1/85	0.4%	?	?	?	?
244.5956	35.5	2/85	0.7%	?	?	?	?
244.80527	23.9	5/85	0.2%	?	?	?	?
244.81211	43.1	2/85	0.8%	?	?	?	?
244.98045	46.9	1/85	0.6%	?	?	?	?
245.05912	28.8	3/85	0.5%	245.05905	-0.29	a(C[Carbamidomethyl]E)-NH3	['b(C[Carbamidomethyl]T)-NH3', 'y(C[Carbamidomethyl]T)-H2O-NH3', 'b(DM[Oxidation])-H2O', 'b(M[Oxidation]N)-NH3', 'y(M[Oxidation]N)-H2O-NH3', 'a(ACD)-NH3', 'b(ACS)-NH3', 'y(ACS)-H2O-NH3', 'a(CEG)-NH3', 'b(CGT)-NH3', 'y(CGT)-H2O-NH3', 'b(GGM[Oxidation])-NH3', 'y(GGM[Oxidation])-H2O-NH3']
245.06954	69.8	2/85	2.4%	?	?	?	?
245.07242	19.9	3/85	0.5%	?	?	?	?
245.07675	169.6	80/85	5.7%	245.07681	0.24	b(DE)	['y(DE)-H2O', 'y(DQ)-NH3', 'y(EN)-NH3', 'y(ADG)-NH3', 'a(DSS)-NH3', 'y(EGG)-NH3', 'b(SSS)-NH3', 'y(SSS)-H2O-NH3', 'b(MM)-H2O']
245.09213	21.8	14/85	1.3%	245.09207	-0.24	b(DF)-H2O	['b(FN)-NH3', 'y(FN)-H2O-NH3', 'y(GW)-NH3', 'b(FGG)-NH3', 'y(FGG)-H2O-NH3', 'a(GSY)-H2O-NH3']
245.09477	8.2	8/85	0.6%	245.09364	-4.61	a(CW)-H2O+i	[]
245.08457	0.2	2/85	0.0%	?	?	?	?
245.09113	9.4	1/85	0.4%	245.09207	3.84	b(DF)-H2O	['b(FN)-NH3', 'y(FN)-H2O-NH3', 'y(GW)-NH3', 'b(FGG)-NH3', 'y(FGG)-H2O-NH3', 'a(GSY)-H2O-NH3']
245.09567	17.0	19/85	2.4%	245.09544	-0.94	b(AM[Acetyl])	['b(M[Oxidation]P)', 'y(AM[Acetyl])-H2O', 'y(M[Oxidation]P)-H2O', 'a(AAM[Oxidation])-NH3', 'a(AMS)-NH3', 'a(CSV)-NH3', 'a(GMT)-NH3', 'b(DQ)+i', 'b(EN)+i', 'b(ADG)+i', 'b(EGG)+i', 'y(DQ)-H2O+i', 'y(EN)-H2O+i', 'y(NQ)-NH3+i', 'y(ADG)-H2O+i', 'y(AGN)-NH3+i', 'a(DSS)-H2O+i', 'y(EGG)-H2O+i', 'y(GGQ)-NH3+i', 'a(NSS)-NH3+i', 'b(SSS)-H2O+i']
245.09101	9.0	1/85	0.4%	245.09207	4.32	b(DF)-H2O	['b(FN)-NH3', 'y(FN)-H2O-NH3', 'y(GW)-NH3', 'b(FGG)-NH3', 'y(FGG)-H2O-NH3', 'a(GSY)-H2O-NH3']
245.09276	8.6	2/85	0.9%	245.09364	3.59	a(CW)-H2O+i	['b(DF)-H2O', 'b(FN)-NH3', 'y(FN)-H2O-NH3', 'y(GW)-NH3', 'b(FGG)-NH3', 'y(FGG)-H2O-NH3', 'a(GSY)-H2O-NH3']
245.09084	10.1	1/85	0.3%	?	?	?	?
245.11325	25.0	12/85	1.0%	245.1132	-0.2	y(EP)	['y(DK)-NH3', 'y(AAT)-NH3', 'y(GSV)-NH3', 'a(STT)-NH3']
245.12453	27.1	21/85	1.2%	245.12443	-0.41	a(ANS)	['a(GNT)', 'a(GQS)', 'y(RS)-NH3']
245.12853	96.5	51/85	3.8%	245.12845	-0.33	b(FP)	['y(FP)-H2O', 'b(VY)-H2O', 'a(AAF)-NH3']
245.10608	1.2	1/85	0.0%	?	?	?	?
245.12453	59.5	2/85	1.1%	245.12443	-0.41	a(ANS)	['a(GNT)', 'a(GQS)', 'y(RS)-NH3']
245.13024	79.0	5/85	5.7%	?	?	?	?
245.1318	73.4	51/85	2.8%	245.13183	0.12	b(IM)	['b(LM)', 'a(M[Acetyl]V)', 'y(IM)-H2O', 'y(LM)-H2O', 'b(DK)+i', 'y(PQ)+i', 'a(AAE)+i', 'b(AAT)+i', 'y(AGP)+i', 'a(DGV)+i', 'b(GSV)+i', 'a(PSS)+i', 'y(DK)-H2O+i', 'y(KN)-NH3+i', 'y(AAT)-H2O+i', 'y(GGK)-NH3+i', 'y(GSV)-H2O+i', 'a(STT)-H2O+i']
245.13033	31.1	1/85	3.9%	?	?	?	?
245.13176	86.8	1/85	5.9%	?	?	?	?
245.1388	26.9	5/85	1.3%	?	?	?	?
245.14967	209.5	3/85	2.2%	245.14958	-0.37	y(AL[Acetyl])	[]
245.15344	23.9	4/85	1.0%	?	?	?	?
245.1583	27.8	2/85	0.5%	?	?	?	?
245.16482	67.2	1/85	0.8%	245.16484	0.08	a(IPP)-H2O-NH3	['a(LPP)-H2O-NH3']
245.16869	73.3	56/85	3.2%	245.16892	0.94	y(KP)+i	['a(AIS)+i', 'a(ALS)+i', 'a(ATV)+i', 'a(GIT)+i', 'a(GLT)+i']
245.17194	34.4	5/85	0.9%	?	?	?	?
245.18597	1119.3	6/85	15.3%	245.18597	0.0	y(II)	['y(IL)', 'y(LL)']
245.22635	34.1	1/85	1.4%	?	?	?	?
245.59425	25.8	1/85	0.3%	?	?	?	?
245.64783	53.8	6/85	1.3%	?	?	?	?
245.66023	13.2	1/85	0.3%	?	?	?	?
245.79962	18.7	2/85	0.6%	?	?	?	?
245.81079	39.0	2/85	0.6%	?	?	?	?
245.91415	23.8	2/85	0.6%	?	?	?	?
245.93136	75.4	19/85	0.7%	?	?	?	?
245.98207	173.2	6/85	2.2%	?	?	?	?
246.01852	32.5	2/85	1.4%	?	?	?	?
246.02952	54.2	1/85	1.4%	?	?	?	?
246.0337	22.8	3/85	0.9%	?	?	?	?
246.04304	17.0	1/85	0.4%	246.04307	0.12	b(DM[Oxidation])-NH3	['y(DM[Oxidation])-H2O-NH3']
246.07596	15.9	1/85	0.4%	246.07608	0.49	b(DF)-NH3	['y(DF)-H2O-NH3']
246.07991	5.7	3/85	0.7%	246.08016	1.02	b(DE)+i	['y(DE)-H2O+i', 'y(DQ)-NH3+i', 'y(EN)-NH3+i', 'y(ADG)-NH3+i', 'a(DSS)-NH3+i', 'y(EGG)-NH3+i', 'b(SSS)-NH3+i', 'y(SSS)-H2O-NH3+i', 'y(AM[Acetyl])-NH3', 'y(M[Oxidation]P)-NH3', 'b(MM)-H2O+i']
246.0874	11.1	6/85	0.5%	?	?	?	?
246.09073	55.3	29/85	1.9%	246.09069	-0.16	b(MN)	['b(AAC)', 'b(GGM)', 'y(MN)-H2O', 'y(AAC)-H2O', 'a(CST)-H2O', 'a(GM[Oxidation]S)-H2O', 'y(GGM)-H2O']
246.09861	25.6	16/85	1.0%	246.09855	-0.24	a(GHN)-H2O-NH3	['b(AM[Acetyl])+i', 'b(M[Oxidation]P)+i', 'y(AM[Acetyl])-H2O+i', 'y(M[Oxidation]P)-H2O+i', 'a(AAM[Oxidation])-NH3+i', 'a(AMS)-NH3+i', 'a(CSV)-NH3+i', 'a(GMT)-NH3+i']
246.10842	12.4	29/85	0.8%	246.10845	0.12	a(ADS)	['b(ASS)', 'a(DGT)', 'a(EGS)', 'b(GST)', 'y(ASS)-H2O', 'y(GST)-H2O']
246.12375	37.5	28/85	1.4%	246.1237	-0.2	a(SW)	['a(QY)-H2O', 'a(AGY)-H2O', 'a(FGS)-H2O', 'a(NPP)-H2O-NH3']
246.12709	73.0	63/85	2.4%	246.12707	-0.08	a(C[Carbamidomethyl]I)	['a(C[Carbamidomethyl]L)', 'a(AAM)', 'a(ACV)', 'a(CGI)', 'a(CGL)', 'a(ANS)+i', 'a(GNT)+i', 'a(GQS)+i', 'y(RS)-NH3+i']
245.89316	165.4	1/85	0.0%	?	?	?	?
246.13044	6.8	2/85	0.8%	246.1318	5.53	b(FP)+i	['y(FP)-H2O+i', 'b(VY)-H2O+i', 'a(AAF)-NH3+i']
246.13184	7.1	9/85	0.8%	246.1318	-0.16	b(FP)+i	['y(FP)-H2O+i', 'b(VY)-H2O+i', 'a(AAF)-NH3+i']
246.12714	62.2	1/85	3.2%	246.12707	-0.28	a(C[Carbamidomethyl]I)	['a(C[Carbamidomethyl]L)', 'a(AAM)', 'a(ACV)', 'a(CGI)', 'a(CGL)', 'a(ANS)+i', 'a(GNT)+i', 'a(GQS)+i', 'y(RS)-NH3+i']
246.13346	89.4	2/85	2.2%	?	?	?	?
246.13994	23.3	3/85	0.6%	?	?	?	?
246.14488	390.4	8/85	5.8%	246.14483	-0.2	y(IN)	['y(LN)', 'y(QV)', 'a(ATT)', 'y(AGV)', 'y(GGI)', 'y(GGL)', 'a(SSV)']
246.14923	23.2	1/85	0.4%	?	?	?	?
246.15604	121.7	77/85	4.4%	246.15607	0.12	y(AR)	[]
246.1581	57.1	5/85	1.4%	?	?	?	?
246.18122	283.5	84/85	6.7%	246.18122	0.0	y(KV)	[]
246.18934	83.5	6/85	2.2%	246.18932	-0.08	y(II)+i	['y(IL)+i', 'y(LL)+i']
246.63746	17.6	1/85	0.3%	?	?	?	?
246.6596	22.7	3/85	0.5%	?	?	?	?
246.80749	64.5	5/85	2.3%	?	?	?	?
246.86225	105.6	4/85	2.2%	?	?	?	?
246.89911	30.3	1/85	1.2%	?	?	?	?
246.93921	113.7	46/85	2.5%	?	?	?	?
246.97839	29.5	1/85	0.5%	?	?	?	?
246.98492	35.4	4/85	0.7%	?	?	?	?
247.01194	168.9	6/85	1.5%	?	?	?	?
247.04779	25.1	2/85	0.9%	247.04642	-5.55	b(DM[Oxidation])-NH3+i	['y(DM[Oxidation])-H2O-NH3+i']
247.07137	7.8	2/85	0.5%	?	?	?	?
247.07475	56.2	30/85	1.8%	247.0747	-0.2	b(DM)	['y(DM)-H2O', 'y(MN)-NH3', 'y(AAC)-NH3', 'a(CST)-NH3', 'a(GM[Oxidation]S)-NH3', 'y(GGM)-NH3']
247.07802	23.1	1/85	0.7%	?	?	?	?
247.08507	22.6	1/85	1.1%	247.08594	3.52	a(C[Carbamidomethyl]N)	['a(CGN)', 'a(C[Carbamidomethyl]GG)']
247.09813	119.3	1/85	0.5%	?	?	?	?
247.10202	29.2	3/85	0.9%	247.1019	-0.49	a(GHN)-H2O-NH3+i	[]
247.10769	75.0	63/85	2.9%	247.10772	0.12	a(EY)-H2O	['a(QY)-NH3', 'b(TY)-H2O', 'a(AGY)-NH3', 'a(DPP)-H2O-NH3', 'a(FGS)-NH3', 'b(PPS)-H2O-NH3']
247.11107	266.4	10/85	3.5%	247.11109	0.08	y(MP)	['a(M[Acetyl]T)', 'b(M[Oxidation]V)', 'y(M[Oxidation]V)-H2O', 'a(ADS)+i', 'b(ASS)+i', 'a(DGT)+i', 'a(EGS)+i', 'b(GST)+i', 'y(ASS)-H2O+i', 'y(GST)-H2O+i']
247.11903	23.5	10/85	0.7%	247.11895	-0.32	a(AHT)-H2O-NH3	['a(GHP)-NH3', 'y(IM)-NH3+i', 'y(LM)-NH3+i']
247.1216	26.8	2/85	0.6%	?	?	?	?
247.12917	7.2	14/85	3.2%	247.12885	-1.29	y(DI)	['y(DL)', 'y(EV)']
247.13022	20.2	9/85	1.7%	247.13019	-0.12	a(HH)	['a(C[Carbamidomethyl]I)+i', 'a(C[Carbamidomethyl]L)+i', 'a(AAM)+i', 'a(ACV)+i', 'a(CGI)+i', 'a(CGL)+i']
247.13699	23.8	1/85	0.4%	?	?	?	?
247.14412	114.5	78/85	3.7%	247.1441	-0.08	b(FV)	['y(FV)-H2O', 'a(KY)-NH3', 'b(AIP)-H2O-NH3', 'b(ALP)-H2O-NH3', 'a(GL[Acetyl]P)-H2O-NH3', 'a(PPP)-NH3']
247.14774	75.9	6/85	2.2%	247.14818	1.78	y(IN)+i	['y(LN)+i', 'y(QV)+i', 'a(ATT)+i', 'y(AGV)+i', 'y(GGI)+i', 'y(GGL)+i', 'a(SSV)+i']
247.1533	26.8	4/85	0.7%	?	?	?	?
247.1589	6.2	3/85	0.6%	247.15942	2.1	y(AR)+i	[]
247.16592	40.8	6/85	0.7%	?	?	?	?
247.16913	23.1	1/85	0.9%	?	?	?	?
247.18454	15.0	25/85	1.2%	247.18457	0.12	y(KV)+i	[]
247.20572	28.6	2/85	0.5%	?	?	?	?
247.24187	23.1	3/85	0.7%	?	?	?	?
247.64531	34.2	3/85	0.8%	?	?	?	?
247.80844	22.2	1/85	0.4%	?	?	?	?
247.81525	30.8	2/85	0.4%	?	?	?	?
247.87066	90.0	1/85	2.9%	?	?	?	?
247.90361	32.0	1/85	0.6%	?	?	?	?
248.01221	51.4	4/85	1.4%	?	?	?	?
248.03412	251.2	6/85	5.8%	?	?	?	?
248.04533	44.1	1/85	1.5%	?	?	?	?
248.04932	48.8	4/85	2.5%	?	?	?	?
248.06995	91.7	65/85	2.4%	248.06995	0.0	a(C[Carbamidomethyl]D)	['b(C[Carbamidomethyl]S)', 'a(CDG)', 'b(CGS)', 'y(C[Carbamidomethyl]S)-H2O', 'y(CGS)-H2O']
248.07784	32.2	12/85	2.2%	248.07805	0.85	b(DM)+i	['y(DM)-H2O+i', 'y(MN)-NH3+i', 'y(AAC)-NH3+i', 'a(CST)-NH3+i', 'a(GM[Oxidation]S)-NH3+i', 'y(GGM)-NH3+i']
248.09803	27.3	3/85	0.4%	?	?	?	?
248.10295	17.8	9/85	0.7%	248.10297	0.08	b(ANP)-H2O-NH3	['b(GPQ)-H2O-NH3']
248.11421	37.7	37/85	1.8%	248.1142	-0.04	b(HQ)-H2O	['b(AGH)-H2O', 'y(MP)+i', 'a(M[Acetyl]T)+i', 'b(M[Oxidation]V)+i', 'y(M[Oxidation]V)-H2O+i']
248.11976	1.8	1/85	0.0%	?	?	?	?
248.11334	8.3	1/85	0.9%	248.1142	3.47	b(HQ)-H2O	['b(AGH)-H2O', 'y(MP)+i', 'a(M[Acetyl]T)+i', 'b(M[Oxidation]V)+i', 'y(M[Oxidation]V)-H2O+i']
248.12146	0.6	1/85	0.0%	248.1223	3.39	a(AHT)-H2O-NH3+i	['a(GHP)-NH3+i']
248.11339	8.4	1/85	0.8%	248.1142	3.26	b(HQ)-H2O	['b(AGH)-H2O', 'y(MP)+i', 'a(M[Acetyl]T)+i', 'b(M[Oxidation]V)+i', 'y(M[Oxidation]V)-H2O+i']
248.12672	25.5	1/85	0.4%	?	?	?	?
248.13206	21.1	2/85	0.6%	248.1322	0.56	y(DI)+i	['y(DL)+i', 'y(EV)+i']
248.13736	25.9	2/85	0.8%	?	?	?	?
248.13931	36.7	31/85	1.4%	248.13935	0.16	a(FQ)	['a(AFG)', 'a(HL[Acetyl])-NH3', 'b(APP)-H2O', 'b(GKP)-H2O-NH3', 'a(NPV)-H2O-NH3']
248.14725	9.6	11/85	0.6%	248.14745	0.81	b(FV)+i	['y(FV)-H2O+i', 'a(KY)-NH3+i', 'b(AIP)-H2O-NH3+i', 'b(ALP)-H2O-NH3+i', 'a(GL[Acetyl]P)-H2O-NH3+i', 'a(PPP)-NH3+i']
248.14934	47.6	1/85	1.3%	?	?	?	?
248.15069	41.2	5/85	1.2%	248.15059	-0.4	b(HK)-H2O	['a(GHV)-H2O', 'a(GPR)-H2O-NH3']
248.15555	29.8	5/85	0.7%	?	?	?	?
248.16054	228.8	79/85	5.3%	248.16048	-0.24	y(KT)	[]
248.17377	25.3	3/85	0.6%	?	?	?	?
248.17928	21.5	3/85	0.5%	?	?	?	?
248.64754	24.2	1/85	0.4%	?	?	?	?
248.65319	32.4	4/85	0.6%	?	?	?	?
248.80782	64.7	4/85	1.0%	?	?	?	?
248.87839	39.9	3/85	1.9%	?	?	?	?
248.90047	211.9	1/85	7.6%	?	?	?	?
248.9396	53.2	1/85	0.6%	?	?	?	?
248.94808	39.8	4/85	0.7%	?	?	?	?
248.99156	22.2	2/85	0.7%	?	?	?	?
249.00904	68.8	2/85	1.3%	?	?	?	?
249.04179	33.5	4/85	1.4%	?	?	?	?
249.05226	215.9	11/85	14.0%	?	?	?	?
249.06358	27.8	10/85	0.7%	?	?	?	?
249.07254	24.6	4/85	0.7%	249.0726	0.24	a(CM[Acetyl])	['a(M[Oxidation]M[Oxidation])-H2O', 'a(C[Carbamidomethyl]D)+i', 'b(C[Carbamidomethyl]S)+i', 'a(CDG)+i', 'b(CGS)+i', 'y(C[Carbamidomethyl]S)-H2O+i', 'y(CGS)-H2O+i', 'y(DD)']
249.08691	7.7	2/85	0.6%	249.08698	0.28	b(ADP)-H2O-NH3	['b(EGP)-H2O-NH3']
249.09036	125.7	5/85	2.0%	249.09035	-0.04	a(EM[Oxidation])	['y(GM[Acetyl])', 'b(M[Oxidation]T)', 'y(M[Oxidation]T)-H2O', 'y(DN)+i', 'y(DGG)+i']
249.09437	34.7	5/85	1.0%	249.09508	2.85	a(EY)-NH3+i	['b(TY)-NH3+i', 'y(TY)-H2O-NH3+i']
249.0981	100.6	68/85	4.5%	249.09822	0.48	b(EH)-H2O	['b(HQ)-NH3', 'y(HQ)-H2O-NH3', 'b(AGH)-NH3', 'y(AGH)-H2O-NH3', 'a(HSS)-H2O-NH3', 'y(M[Oxidation]V)-NH3+i']
249.10219	17.0	4/85	0.7%	249.10224	0.2	b(PW)-H2O-NH3	[]
249.10702	55.7	2/85	0.7%	249.10632	-2.81	b(ANP)-H2O-NH3+i	['b(GPQ)-H2O-NH3+i', 'y(ET)']
249.12339	212.0	83/85	6.6%	249.12337	-0.08	a(EF)	['b(FT)', 'y(FT)-H2O', 'b(L[Acetyl]Q)-H2O-NH3', 'b(AGL[Acetyl])-H2O-NH3', 'b(APP)-NH3', 'y(APP)-H2O-NH3', 'a(DPV)-H2O-NH3', 'b(PSV)-H2O-NH3']
249.12675	70.8	5/85	1.2%	249.12674	-0.04	y(MV)	['y(QT)+i', 'y(AAS)+i', 'y(AGT)+i', 'a(SST)+i']
249.13463	30.6	4/85	1.1%	249.1346	-0.12	b(HK)-NH3	['y(HK)-H2O-NH3', 'a(GHV)-NH3']
249.1458	62.6	6/85	1.9%	249.14584	0.16	a(HR)-NH3	['a(KM[Oxidation])+i']
249.14723	15.7	3/85	1.4%	249.14607	-4.66	a(KM[Oxidation])+i	[]
249.15063	29.0	5/85	0.8%	?	?	?	?
