mean monoisotopic m/z	average intensity	ms runs	percentage of spectra	theoretical m/z	delta PPM	primary identification	other identifications	labels
378.73518	0.7	8/100	1.5%	?	?	?	?	
378.74366	0.3	5/100	1.0%	?	?	?	?	
378.79056	0.4	3/100	0.6%	?	?	?	?	
379.13835	4.1	3/100	1.4%	379.13763	-1.9	b{CHH}+i	y{CHH}-H2O+i	
379.16123	0.4	24/100	0.9%	379.16121	-0.05	a{DQY}	a{ENY}, b{NTY}, b{QSY}, y{SSW}, y{NTY}-H2O, y{QSY}-H2O, b{AHW}-NH3+i, a{CRY}-NH3+i, b{CHL[Acetyl]}-H2O+i	
379.17244	1.5	23/100	1.3%	379.17268	0.63	y{DIM}+i	y{DLM}+i, y{EMV}+i, y{CL[Acetyl]T}+i, y{M[Acetyl]SV}+i, y{KM[Oxidation]T}-NH3+i, y{GL[Acetyl]M[Oxidation]}+i	
379.1978	0.7	12/100	1.8%	379.1976	-0.53	a{DKY}	y{FNV}, b{KSY}, y{KSY}-H2O, a{HIM[Acetyl]}-H2O+i, a{HLM[Acetyl]}-H2O+i, a{HL[Acetyl]M}-H2O+i	
379.19929	0.4	10/100	1.0%	379.19917	-0.32	a{HIM[Acetyl]}-H2O+i	a{HLM[Acetyl]}-H2O+i, a{HL[Acetyl]M}-H2O+i, a{DKY}, y{FNV}, b{KSY}, y{KSY}-H2O	
379.2088	1.7	40/100	2.3%	379.20883	0.08	y{FGR}	b{HIQ}, b{HLQ}, a{RSY}, y{HIQ}-H2O, y{HLQ}-H2O, a{HL[Acetyl]N}, y{IM[Oxidation]V}+i, y{LM[Oxidation]V}+i	
379.23453	0.5	11/100	2.0%	379.23398	-1.45	b{IL[Acetyl]Q}-H2O	b{LL[Acetyl]Q}-H2O, a{L[Acetyl]L[Acetyl]N}-H2O	
379.2453	1.6	17/100	2.3%	379.24522	-0.21	b{HIK}	b{HKL}, y{HIK}-H2O, y{HKL}-H2O	
379.6844	0.4	3/100	0.6%	?	?	?	?	
379.7014	0.4	5/100	0.8%	?	?	?	?	
379.71934	1.0	10/100	1.4%	?	?	?	?	
379.72517	0.4	5/100	0.8%	?	?	?	?	
379.73057	0.6	7/100	2.2%	?	?	?	?	
379.78525	0.7	3/100	0.8%	?	?	?	?	
379.79138	0.7	7/100	0.9%	?	?	?	?	
379.80516	0.6	6/100	1.3%	?	?	?	?	
379.84116	0.9	4/100	2.2%	?	?	?	?	
380.11308	1.0	11/100	1.3%	380.11221	-2.29	y{CEE}	y{DDM}, a{CMM[Acetyl]}, a{MM[Oxidation]M[Oxidation]}-H2O	
380.14539	0.6	12/100	0.8%	380.14523	-0.42	a{DEY}	b{DTY}, b{ESY}, y{DTY}-H2O, y{ESY}-H2O, y{NTY}-NH3, y{QSY}-NH3, a{MMY}-H2O, a{FMM[Oxidation]}-H2O, y{ACW}+i, b{CFQ}+i, y{CFQ}-H2O+i, b{CHL[Acetyl]}-NH3+i, a{M[Oxidation]NY}-H2O+i, b{AC[Carbamidomethyl]F}+i, y{AC[Carbamidomethyl]F}-H2O+i, a{C[Carbamidomethyl]TY}-H2O+i	
380.15679	0.7	7/100	1.2%	380.15804	3.29	b{HMQ}-H2O+i	a{HM[Acetyl]N}-H2O+i, b{C[Carbamidomethyl]HV}-H2O+i	
380.19297	2.8	47/100	2.9%	380.19285	-0.32	b{EHI}	b{EHL}, y{EHI}-H2O, y{EHL}-H2O, y{HIQ}-NH3, y{HLQ}-NH3, a{DHL[Acetyl]}, b{HL[Acetyl]S}, y{HL[Acetyl]S}-H2O, b{L[Acetyl]NQ}-H2O, a{CFR}+i, b{HKM}-H2O+i, a{HTW}-H2O+i	
380.20563	0.5	3/100	1.6%	380.20497	-1.74	a{FIY}-NH3+i	a{FLY}-NH3+i, y{KMT}+i, a{HMR}-H2O+i, b{HKN}, y{HKN}-H2O	
380.20821	0.3	6/100	1.6%	380.2081	-0.29	b{FHI}-H2O	b{FHL}-H2O	
380.21056	0.3	3/100	1.5%	380.21218	4.26	y{FGR}+i	b{HIQ}+i, b{HLQ}+i, a{RSY}+i, y{HIQ}-H2O+i, y{HLQ}-H2O+i, a{HL[Acetyl]N}+i	
380.21689	0.3	5/100	1.7%	380.2162	-1.81	b{IPW}-H2O+i	b{LPW}-H2O+i, y{FIT}, y{FLT}, y{VVY}, b{EIL[Acetyl]}-H2O, b{ELL[Acetyl]}-H2O, b{IL[Acetyl]Q}-NH3, b{LL[Acetyl]Q}-NH3, a{DL[Acetyl]L[Acetyl]}-H2O, a{L[Acetyl]L[Acetyl]N}-NH3, b{L[Acetyl]L[Acetyl]S}-H2O, a{HNR}	
380.21849	0.3	4/100	1.4%	380.21957	2.84	a{FKM}+i	y{FIT}, y{FLT}, y{VVY}, b{EIL[Acetyl]}-H2O, b{ELL[Acetyl]}-H2O, b{IL[Acetyl]Q}-NH3, b{LL[Acetyl]Q}-NH3, a{DL[Acetyl]L[Acetyl]}-H2O, a{L[Acetyl]L[Acetyl]N}-NH3, b{L[Acetyl]L[Acetyl]S}-H2O	
380.22947	0.5	9/100	1.6%	380.22923	-0.63	y{HIK}-NH3	y{HKL}-NH3, b{KL[Acetyl]N}-H2O	
380.2358	0.2	3/100	1.0%	380.23325	-6.71	a{FFI}	a{FFL}	
380.23813	0.3	6/100	1.1%	380.23733	-2.1	b{IL[Acetyl]Q}-H2O+i	b{LL[Acetyl]Q}-H2O+i, a{L[Acetyl]L[Acetyl]N}-H2O+i	
380.3412	0.7	4/100	1.7%	?	?	?	?	
380.69065	0.5	7/100	0.6%	?	?	?	?	
380.71706	0.2	3/100	0.8%	?	?	?	?	
380.72721	0.4	7/100	1.0%	?	?	?	?	
380.73258	0.7	3/100	1.0%	?	?	?	?	
380.73804	0.9	12/100	2.5%	?	?	?	?	
380.81612	1.0	5/100	1.0%	?	?	?	?	
381.12081	0.4	8/100	1.4%	381.12272	5.01	b{CNY}	y{CNY}-H2O, b{EHM}-NH3, a{DHM[Acetyl]}-NH3, b{HM[Acetyl]S}-NH3, b{C[Carbamidomethyl]GY}, y{C[Carbamidomethyl]GY}-H2O	
381.13387	1.3	5/100	1.1%	381.13395	0.21	b{HM[Oxidation]N}-H2O	a{C[Carbamidomethyl]EH}-H2O, a{C[Carbamidomethyl]HQ}-NH3, b{C[Carbamidomethyl]HT}-H2O, y{CCL[Acetyl]}+i, y{GMM[Acetyl]}+i, a{EMM[Oxidation]}+i, b{MM[Oxidation]T}+i, y{CKM[Oxidation]}-NH3+i, y{MM[Oxidation]T}-H2O+i, a{M[Acetyl]M[Oxidation]S}+i	
381.15179	1.2	21/100	1.6%	381.15171	-0.21	b{DHQ}	b{EHN}, y{DHQ}-H2O, y{EHN}-H2O, y{HNQ}-NH3, y{EMT}+i, y{M[Acetyl]ST}+i, y{DM[Oxidation]V}+i, b{CHR}-NH3+i, a{C[Carbamidomethyl]HQ}-H2O+i	
381.1768	1.0	33/100	1.5%	381.17686	0.16	y{AQY}	y{FNT}, y{FQS}, y{EHI}-NH3, y{EHL}-NH3, b{DL[Acetyl]Q}-H2O, b{EL[Acetyl]N}-H2O, y{HL[Acetyl]S}-NH3, b{L[Acetyl]NQ}-NH3, b{HKM}-NH3+i, a{HM[Acetyl]P}+i, b{HIM[Oxidation]}-H2O+i, b{HLM[Oxidation]}-H2O+i, a{HTW}-NH3+i, b{HPY}-H2O+i, b{NPW}-H2O+i	
381.18831	0.8	11/100	1.7%	381.18833	0.05	y{IM[Oxidation]T}+i	y{LM[Oxidation]T}+i, b{DHK}, y{HPQ}, y{DHK}-H2O, y{HKN}-NH3, a{HMR}-NH3+i, a{C[Carbamidomethyl]HK}-H2O+i	
381.20663	0.6	9/100	1.1%	381.20672	0.24	a{M[Acetyl]PR}-H2O	b{HKN}+i, y{HKN}-H2O+i	
381.21333	1.7	44/100	2.6%	381.21325	-0.21	y{AKY}	y{FKS}, b{L[Acetyl]PQ}, b{DKL[Acetyl]}-H2O, b{KL[Acetyl]N}-NH3, y{L[Acetyl]PQ}-H2O, b{FHI}-H2O+i, b{FHL}-H2O+i	
381.22448	1.2	35/100	1.8%	381.22448	0.0	y{HKP}	b{EIR}-H2O, b{ELR}-H2O, b{IQR}-NH3, b{LQR}-NH3, a{DL[Acetyl]R}-H2O, a{L[Acetyl]NR}-NH3, b{L[Acetyl]RS}-H2O	
381.24296	0.5	6/100	0.8%	381.24381	2.23	b{IQR}-H2O+i	b{LQR}-H2O+i, a{L[Acetyl]NR}-H2O+i	
381.24973	1.2	32/100	1.6%	381.24963	-0.26	b{KL[Acetyl]P}	y{KL[Acetyl]P}-H2O	
381.71687	0.6	9/100	1.1%	?	?	?	?	
381.72235	0.6	12/100	1.3%	?	?	?	?	
381.735	0.8	9/100	1.3%	?	?	?	?	
381.74535	0.5	7/100	2.0%	?	?	?	?	
381.80056	1.7	9/100	4.6%	?	?	?	?	
382.1175	0.5	6/100	0.8%	382.11797	1.23	b{HM[Oxidation]N}-NH3	a{C[Carbamidomethyl]EH}-NH3, b{C[Carbamidomethyl]HT}-NH3, y{MM[Oxidation]T}-NH3+i	
382.13589	0.4	13/100	0.7%	382.13572	-0.44	b{DEH}	y{DHQ}-NH3, y{EHN}-NH3, b{HM[Oxidation]N}-H2O+i, a{C[Carbamidomethyl]EH}-H2O+i, a{C[Carbamidomethyl]HQ}-NH3+i, b{C[Carbamidomethyl]HT}-H2O+i	
382.17271	0.6	23/100	1.2%	382.17369	2.56	a{C[Carbamidomethyl]HK}-NH3+i	y{EHP}, y{DHK}-NH3	
382.18738	1.2	13/100	1.0%	382.18737	-0.03	b{FHP}	a{L[Acetyl]M[Acetyl]P}-NH3+i	
382.19084	0.3	4/100	0.9%	382.19074	-0.26	b{HIM}	b{HLM}, a{HM[Acetyl]V}, a{M[Acetyl]PR}-NH3, b{DHK}+i, y{HPQ}+i, y{DHK}-H2O+i, y{HKN}-NH3+i	
382.20858	1.6	42/100	2.7%	382.2085	-0.21	b{EIR}-NH3	b{ELR}-NH3, y{AHL[Acetyl]}, a{DL[Acetyl]R}-NH3, b{L[Acetyl]RS}-NH3, a{M[Acetyl]PR}-H2O+i	
382.21988	2.9	12/100	5.8%	382.21973	-0.39	b{PQR}	b{KNR}-NH3	
382.23249	0.5	9/100	1.2%	382.23185	-1.67	b{IVW}-H2O+i	b{LVW}-H2O+i, y{KL[Acetyl]P}-NH3, b{AL[Acetyl]L[Acetyl]}, a{NRR}-NH3	
382.23817	0.7	9/100	0.9%	382.23906	2.33	b{KNR}-H2O+i		
382.24513	1.9	14/100	2.6%	382.24488	-0.65	y{HII}	y{HIL}, y{HLL}	
382.25629	3.8	12/100	5.3%	382.25611	-0.47	b{KPR}		
382.34391	0.6	6/100	1.2%	?	?	?	?	
382.70633	0.8	12/100	1.3%	?	?	?	?	
382.71248	0.3	5/100	1.3%	?	?	?	?	
382.72451	0.9	12/100	1.4%	?	?	?	?	
382.73017	0.6	4/100	1.2%	?	?	?	?	
382.74273	1.0	11/100	1.1%	?	?	?	?	
382.74838	0.4	6/100	0.7%	?	?	?	?	
382.75473	0.2	3/100	0.8%	?	?	?	?	
382.83474	5.7	4/100	2.2%	?	?	?	?	
383.14054	0.2	6/100	0.6%	383.13907	-3.84	b{DEH}+i	y{DHQ}-NH3+i, y{EHN}-NH3+i	
383.15642	0.4	19/100	1.1%	383.15613	-0.76	y{NSY}	b{AHM[Acetyl]}+i, b{HM[Oxidation]P}+i	
383.16771	0.6	14/100	1.4%	?	?	?	?	
383.19245	1.7	42/100	2.6%	383.19072	-4.51	b{FHP}+i	b{HIM}+i, b{HLM}+i, a{HM[Acetyl]V}+i, a{M[Acetyl]PR}-NH3+i	
383.20394	2.4	29/100	3.4%	383.20374	-0.52	b{EPR}	y{HIN}, y{HLN}, y{HQV}	
383.21372	0.2	13/100	0.9%	383.21498	3.29	y{AHR}	a{FVY}+i, b{IVW}-NH3+i, b{LVW}-NH3+i	
383.22236	0.6	3/100	1.8%	383.22308	1.88	b{PQR}+i	b{KNR}-NH3+i	
383.22892	1.4	41/100	2.6%	383.2289	-0.05	b{IL[Acetyl]N}	b{LL[Acetyl]N}, b{L[Acetyl]QV}	
383.24015	3.8	4/100	1.7%	383.24013	-0.05	y{HKV}	b{AL[Acetyl]R}	
383.24275	0.4	8/100	1.3%	?	?	?	?	
383.25941	0.3	6/100	1.3%	383.25946	0.13	b{KPR}+i		
383.26536	0.6	14/100	1.0%	383.26528	-0.21	b{KL[Acetyl]V}		
383.2768	1.9	9/100	2.4%	383.27652	-0.73	b{IIR}	b{ILR}, b{LLR}, a{L[Acetyl]RV}	
383.50241	1.3	3/100	1.3%	?	?	?	?	
383.71421	0.6	10/100	1.3%	?	?	?	?	
383.72028	0.5	5/100	1.3%	?	?	?	?	
383.73246	0.7	10/100	1.2%	?	?	?	?	
383.73791	0.6	12/100	1.4%	?	?	?	?	
383.74616	0.3	5/100	1.4%	?	?	?	?	
383.75068	0.4	7/100	0.8%	?	?	?	?	
383.78218	0.4	4/100	0.9%	?	?	?	?	
383.85395	0.6	6/100	1.1%	?	?	?	?	
383.91894	0.5	3/100	0.7%	?	?	?	?	
384.05897	2.0	3/100	3.3%	?	?	?	?	
384.12195	1.0	4/100	0.7%	384.12238	1.12	y{CDF}	a{CC[Carbamidomethyl]F}+i	
384.15126	0.5	21/100	1.0%	384.15295	4.4	b{HMN}+i		
384.18777	1.4	38/100	1.9%	384.18776	-0.03	y{DHI}	y{DHL}, y{EHV}, b{L[Acetyl]NN}, a{HHH}, a{C[Carbamidomethyl]HI}+i, a{C[Carbamidomethyl]HL}+i, a{HSW}+i	
384.20578	0.5	10/100	2.1%	384.20709	3.41	b{EPR}+i	y{HIN}+i, y{HLN}+i, y{HQV}+i	
384.20946	0.4	3/100	1.5%	384.21112	4.32	b{PVW}+i		
384.21318	0.3	3/100	1.5%	384.21112	-5.36	b{PVW}+i	b{DIL[Acetyl]}, b{DLL[Acetyl]}, b{EL[Acetyl]V}	
384.22425	1.1	37/100	1.8%	384.22415	-0.26	a{L[Acetyl]QQ}		
384.23536	0.9	12/100	3.5%	384.23538	0.05	b{INR}	b{LNR}, b{QRV}	
384.24816	1.1	12/100	1.3%	384.2493	2.97	y{IL[Acetyl]P}	y{LL[Acetyl]P}, a{L[Acetyl]L[Acetyl]T}, b{ARR}	
384.26074	1.0	35/100	1.2%	384.26053	-0.55	a{KL[Acetyl]Q}		
384.27199	1.6	12/100	2.9%	384.27176	-0.6	b{KRV}		
384.69433	0.1	4/100	0.7%	?	?	?	?	
384.70899	0.5	4/100	1.1%	?	?	?	?	
384.70945	0.8	9/100	1.6%	?	?	?	?	
384.72211	0.5	9/100	1.2%	?	?	?	?	
384.72812	0.5	6/100	1.2%	?	?	?	?	
384.73568	0.6	6/100	1.3%	?	?	?	?	
384.74016	0.4	5/100	0.9%	?	?	?	?	
384.74954	0.7	11/100	0.9%	?	?	?	?	
384.80593	0.6	3/100	1.1%	?	?	?	?	
384.83307	1.0	9/100	2.3%	?	?	?	?	
385.04332	4.3	6/100	5.5%	?	?	?	?	
385.08841	1.6	3/100	1.4%	?	?	?	?	
385.12866	7.2	5/100	2.7%	385.12887	0.55	a{C[Carbamidomethyl]DH}	b{C[Carbamidomethyl]HS}, y{MM[Oxidation]S}+i, y{AM[Oxidation]M[Oxidation]}+i	
385.13531	1.2	17/100	1.0%	385.13697	4.31	b{DHM}+i		
385.15209	0.4	3/100	1.0%	385.15402	5.01	b{M[Acetyl]NP}		
385.17165	0.7	32/100	1.4%	385.17335	4.41	y{HMP}+i	a{HM[Acetyl]T}+i, b{HM[Oxidation]V}+i, b{DL[Acetyl]N}	
385.18722	0.3	10/100	1.1%	385.18703	-0.49	a{EPW}	b{PTW}	
385.1894	0.2	4/100	1.0%	385.1904	2.6	a{C[Carbamidomethyl]L[Acetyl]P}		
385.20183	0.7	4/100	1.6%	385.20164	-0.49	b{MPR}	a{HKM[Oxidation]}	
385.20817	1.6	42/100	2.9%	385.20816	-0.03	a{EL[Acetyl]Q}	b{L[Acetyl]QT}, y{L[Acetyl]NP}	
385.21938	1.7	40/100	2.5%	385.21939	0.03	b{DIR}	b{DLR}, b{ERV}, y{HKT}, b{KQQ}	
385.22743	0.5	6/100	1.8%	385.2275	0.18	a{L[Acetyl]QQ}+i	a{QQR}	
385.22923	0.5	6/100	2.1%	385.23063	3.63	a{QQR}	a{L[Acetyl]QQ}+i	
385.23697	0.8	3/100	1.4%	385.23873	4.57	b{INR}+i	b{LNR}+i, b{QRV}+i	
385.24477	0.9	27/100	1.8%	385.24455	-0.57	a{EKL[Acetyl]}	b{KL[Acetyl]T}	
385.25577	3.4	44/100	2.3%	385.25578	0.03	y{IPR}	b{KKQ}, y{LPR}, a{L[Acetyl]RT}	
385.2565	1.4	5/100	2.7%	385.25578	-1.87	y{IPR}	b{KKQ}, y{LPR}, a{L[Acetyl]RT}	
385.26963	0.4	3/100	1.0%	?	?	?	?	
385.33335	0.7	10/100	1.8%	?	?	?	?	
385.71778	0.3	9/100	1.5%	?	?	?	?	
385.73914	0.3	4/100	1.3%	?	?	?	?	
385.74106	0.9	9/100	2.0%	?	?	?	?	
385.77756	1.3	9/100	2.6%	?	?	?	?	
386.01484	6.6	13/100	6.9%	?	?	?	?	
386.11242	7.4	5/100	2.1%	?	?	?	?	
386.15678	2.6	3/100	1.9%	386.15737	1.53	b{M[Acetyl]NP}+i	b{DDL[Acetyl]}	
386.16705	0.6	12/100	0.9%	386.16702	-0.08	b{EQQ}	y{EHT}, a{HM[Oxidation]Q}+i	
386.18344	0.3	5/100	0.9%	386.18228	-3.0	b{AQW}	a{EFH}, b{FHT}	
386.20355	1.4	43/100	3.5%	386.20341	-0.36	b{EKQ}	b{MPR}+i, a{HKM[Oxidation]}+i, a{FHQ}+i	
386.21237	0.4	15/100	1.1%	386.2108	-4.07	b{IM[Acetyl]V}	b{LM[Acetyl]V}, b{L[Acetyl]MV}, a{CL[Acetyl]L[Acetyl]}, a{EL[Acetyl]Q}+i, b{L[Acetyl]QT}+i, y{L[Acetyl]NP}+i	
386.21463	2.9	21/100	2.0%	386.21464	0.03	a{EQR}	y{NPR}, b{QRT}	
386.21759	0.3	3/100	1.9%	386.21464	-7.64	a{EQR}	y{NPR}, b{QRT}	
386.2399	0.6	18/100	1.1%	386.2398	-0.26	b{EKK}	a{FHK}+i	
386.25882	0.8	25/100	0.9%	386.25913	0.8	y{IPR}+i	b{KKQ}+i, y{LPR}+i, a{L[Acetyl]RT}+i, b{GV}+TMT, a{PS}+TMT	
386.72628	0.4	11/100	1.4%	?	?	?	?	
386.74721	0.3	5/100	1.5%	?	?	?	?	
386.99883	6.1	6/100	6.9%	?	?	?	?	
387.15067	0.8	21/100	1.2%	387.15104	0.96	b{EEQ}		
387.16233	2.5	12/100	1.7%	387.16227	-0.15	b{DDR}		
387.16606	1.1	10/100	1.5%	387.1663	0.62	b{AEW}		
387.16849	0.2	5/100	1.1%	387.16967	3.05	b{CL[Acetyl]Q}	b{M[Acetyl]NV}, b{AC[Carbamidomethyl]L[Acetyl]}	
387.18769	1.6	43/100	2.8%	387.18743	-0.67	b{EEK}	b{AQW}+i, a{EFH}+i, b{FHT}+i, y{HMV}+i, b{C[Carbamidomethyl]KP}+i	
387.19873	1.3	11/100	1.2%	387.19866	-0.18	y{DPR}	a{EER}, b{ERT}	
387.20133	0.6	13/100	1.4%	387.20024	-2.82	a{C[Carbamidomethyl]PR}+i	a{DIW}, a{DLW}, a{EVW}, b{ISW}, b{LSW}, b{TVW}	
387.20328	0.4	10/100	2.2%	387.20605	7.15	b{CKL[Acetyl]}	a{IM[Acetyl]Q}, a{LM[Acetyl]Q}, a{L[Acetyl]MQ}, b{C[Carbamidomethyl]II}, b{C[Carbamidomethyl]IL}, b{C[Carbamidomethyl]LL}, a{C[Carbamidomethyl]L[Acetyl]V}, a{DIW}, a{DLW}, a{EVW}, b{ISW}, b{LSW}, b{TVW}	
387.21667	0.8	11/100	2.2%	387.21729	1.6	b{MRV}	a{CL[Acetyl]R}, a{EQR}+i, y{NPR}+i, b{QRT}+i	
387.22401	0.7	4/100	1.7%	387.22381	-0.52	y{L[Acetyl]NV}		
387.22468	0.5	8/100	2.4%	387.22381	-2.25	y{L[Acetyl]NV}		
387.2168	0.9	3/100	2.7%	?	?	?	?	
387.23994	0.4	4/100	1.4%	?	?	?	?	
387.24144	0.3	4/100	1.5%	387.24244	2.58	a{IKM[Acetyl]}	a{KLM[Acetyl]}, a{KL[Acetyl]M}, b{EKK}+i	
387.27124	2.2	15/100	1.8%	387.27143	0.49	y{IRV}	y{LRV}	
387.27143	2.8	30/100	1.7%	387.27143	0.0	y{IRV}	y{LRV}	
387.72235	0.3	3/100	0.9%	?	?	?	?	
387.73482	0.5	3/100	1.2%	?	?	?	?	
387.74042	0.7	7/100	1.1%	?	?	?	?	
387.75677	0.7	4/100	1.2%	?	?	?	?	
388.03056	2.0	4/100	1.1%	?	?	?	?	
388.13507	1.9	8/100	1.4%	388.13506	-0.03	b{EEE}	b{C[Carbamidomethyl]EP}+i	
388.16367	0.3	7/100	1.2%	388.16492	3.22	y{HMT}	b{MQQ}, a{M[Acetyl]NQ}, b{C[Carbamidomethyl]IN}, b{C[Carbamidomethyl]LN}, b{C[Carbamidomethyl]QV}, b{DDR}+i	
388.18938	0.2	6/100	1.2%	388.19078	3.61	b{EEK}+i	a{EIM[Acetyl]}, a{ELM[Acetyl]}, a{EL[Acetyl]M}, b{IM[Acetyl]T}, b{LM[Acetyl]T}, b{L[Acetyl]MT}, y{M[Acetyl]PV}, a{L[Acetyl]M[Acetyl]S}	
388.20782	0.5	7/100	1.6%	388.20783	0.03	y{DL[Acetyl]V}	a{DIW}+i, a{DLW}+i, a{EVW}+i, b{ISW}+i, b{LSW}+i, b{TVW}+i	
388.21437	0.7	7/100	1.4%	388.21254	-4.71	b{CKR}	a{MQR}, a{C[Carbamidomethyl]RV}	
388.21772	0.4	4/100	1.6%	388.21906	3.45	y{IQQ}	y{LQQ}	
388.21885	0.5	11/100	0.7%	388.21906	0.54	y{IQQ}	y{LQQ}, b{MRV}+i, a{CL[Acetyl]R}+i	
388.23016	0.4	18/100	1.3%	388.23029	0.33	y{NRV}		
388.23185	0.7	3/100	1.9%	?	?	?	?	
388.24577	0.4	5/100	0.7%	388.24579	0.05	a{IKM[Acetyl]}+i	a{KLM[Acetyl]}+i, a{KL[Acetyl]M}+i, y{IL[Acetyl]T}, y{LL[Acetyl]T}	
388.2554	1.9	39/100	1.6%	388.25545	0.13	y{IKQ}	y{KLQ}	
388.27436	0.5	8/100	0.7%	388.27478	1.08	y{IRV}+i	y{LRV}+i, a{SV}+TMT	
388.29176	1.5	9/100	2.0%	388.29183	0.18	y{IKK}	y{KKL}	
388.70708	0.3	3/100	0.6%	?	?	?	?	
388.71181	0.7	4/100	1.4%	?	?	?	?	
388.72448	1.0	9/100	1.5%	?	?	?	?	
388.74283	0.5	5/100	0.9%	?	?	?	?	
388.98211	1.7	3/100	1.6%	?	?	?	?	
389.00325	8.7	7/100	8.7%	?	?	?	?	
389.0714	2.3	11/100	1.1%	?	?	?	?	
389.13094	1.4	3/100	1.4%	389.13117	0.59	b{C[Carbamidomethyl]MP}	y{CEH}+i	
389.14794	0.6	17/100	1.3%	389.14893	2.54	b{EMQ}	a{DM[Acetyl]Q}, a{EM[Acetyl]N}, b{M[Acetyl]NT}, b{M[Acetyl]QS}, b{C[Carbamidomethyl]DI}, b{C[Carbamidomethyl]DL}, b{C[Carbamidomethyl]EV}, b{CFH}+i, a{HMM[Oxidation]}+i	
389.1489	1.2	3/100	0.9%	389.14893	0.08	b{EMQ}	a{DM[Acetyl]Q}, a{EM[Acetyl]N}, b{M[Acetyl]NT}, b{M[Acetyl]QS}, b{C[Carbamidomethyl]DI}, b{C[Carbamidomethyl]DL}, b{C[Carbamidomethyl]EV}, a{HMM[Oxidation]}+i, b{CFH}+i	
389.15703	0.9	3/100	0.8%	389.15703	0.0	b{CEL[Acetyl]}+i	b{DM[Acetyl]V}+i	
389.18192	3.2	30/100	1.8%	389.18195	0.08	a{ETW}	b{PQY}, y{PSW}, b{TTW}, a{FHM}+i	
389.18354	0.6	10/100	1.9%	389.18532	4.57	b{EKM}	a{DKM[Acetyl]}, b{KM[Acetyl]S}, b{IM[Oxidation]Q}, b{LM[Oxidation]Q}, y{C[Carbamidomethyl]IP}, y{C[Carbamidomethyl]LP}, a{L[Acetyl]M[Oxidation]N}, a{C[Carbamidomethyl]L[Acetyl]T}, a{FHM}+i	
389.19385	0.3	7/100	1.4%	389.19342	-1.1	a{EIM[Acetyl]}+i	a{ELM[Acetyl]}+i, a{EL[Acetyl]M}+i, b{IM[Acetyl]T}+i, b{LM[Acetyl]T}+i, b{L[Acetyl]MT}+i, y{M[Acetyl]PV}+i, a{L[Acetyl]M[Acetyl]S}+i	
389.20358	0.6	8/100	1.4%	389.20308	-1.28	y{EIQ}	y{ELQ}, y{L[Acetyl]NT}, y{L[Acetyl]QS}, b{KMQ}+i, a{KM[Acetyl]N}+i, b{C[Carbamidomethyl]KV}+i	
389.21433	1.7	10/100	1.0%	389.21431	-0.05	y{DRV}	y{KNQ}, b{CKR}+i, a{MQR}+i, a{C[Carbamidomethyl]RV}+i, b{HHI}+i, b{HHL}+i	
389.21587	0.6	16/100	1.2%	389.21589	0.05	b{CKR}+i	a{MQR}+i, a{C[Carbamidomethyl]RV}+i, y{DRV}, y{KNQ}	
389.21867	1.5	9/100	4.2%	389.21833	-0.87	y{AIW}	y{ALW}, b{FIQ}, b{FLQ}, b{KPY}, a{FL[Acetyl]N}	
389.23246	1.4	5/100	2.5%	389.23294	1.23	a{IM[Oxidation]R}	a{LM[Oxidation]R}, a{C[Carbamidomethyl]KK}, y{NRV}+i	
389.23303	0.9	3/100	1.7%	389.23294	-0.23	a{IM[Oxidation]R}	a{LM[Oxidation]R}, a{C[Carbamidomethyl]KK}, y{NRV}+i	
389.23942	3.8	52/100	2.5%	389.23946	0.1	y{EIK}	y{EKL}, y{KL[Acetyl]S}, b{KKM}+i, a{KTW}+i	
389.242	0.5	3/100	2.3%	389.2427	1.8	a{AD}+i+TMT	b{AS}+i+TMT, a{EG}+i+TMT, b{GT}+i+TMT, b{KKM}+i	
389.25069	2.6	41/100	2.0%	389.25069	0.0	y{IRT}	y{KKN}, y{LRT}, a{KMR}+i	
389.25499	1.0	5/100	1.7%	389.25472	-0.69	b{FIK}	b{FKL}	
389.69633	0.5	4/100	0.6%	?	?	?	?	
389.73247	0.7	7/100	1.2%	?	?	?	?	
389.73803	0.6	6/100	1.1%	?	?	?	?	
389.75165	0.2	3/100	1.0%	?	?	?	?	
389.75556	0.4	4/100	1.1%	?	?	?	?	
389.82537	0.6	4/100	1.4%	?	?	?	?	
390.15133	2.8	3/100	2.5%	390.15158	0.64	b{CIM[Acetyl]}	b{CLM[Acetyl]}, b{CL[Acetyl]M}, a{AM[Acetyl]M[Acetyl]}, a{M[Acetyl]M[Oxidation]P}, b{DHH}, b{EMQ}+i, a{DM[Acetyl]Q}+i, a{EM[Acetyl]N}+i, b{M[Acetyl]NT}+i, b{M[Acetyl]QS}+i, b{C[Carbamidomethyl]DI}+i, b{C[Carbamidomethyl]DL}+i, b{C[Carbamidomethyl]EV}+i	
390.16625	1.1	11/100	1.5%	390.16596	-0.74	b{EPY}	b{AMW}+i, b{CVW}+i, a{GM[Acetyl]W}+i	
390.16967	0.8	5/100	1.7%	390.16933	-0.87	y{M[Acetyl]PT}	b{EIM[Oxidation]}, b{ELM[Oxidation]}, a{DL[Acetyl]M[Oxidation]}, b{L[Acetyl]M[Oxidation]S}, b{HHN}+i	
